Beat Master,,,,,,,,,,,,
,,,,,,,,,Printed by ITD436_OP1 at 22/05/2026 12:26:58,,,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2022CU0055,Q8 SUPARNA TEA,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2022CU0056,Q9 SARASA STORES,Active,Daily,10-05-2017 16:02,
11892,Q,16 - Convenience Ds CDM,Active,74,S N ROY ROAD CG,31-12-2099,118EXP2018CU0011,ROUTE 21,Active,Daily,10-05-2017 16:02,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118EXP2020CU0295,R1 RAM PAN,Active,Daily,24-02-2017 12:33,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118EXP2022CU0324,R10 PARIMAL MONDAL,Active,Daily,24-02-2017 12:33,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118EXP2022CU0325,R11 AKESH STORES,Active,Daily,24-02-2017 12:33,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118EXP2022CU0326,R12 SHANAKAR STORES,Active,Daily,24-02-2017 12:33,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118EXP2022CU0327,R13 MITTAL STORES,Active,Daily,24-02-2017 12:33,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118EXP2022CU0328,R14 SHAW STORES,Active,Daily,24-02-2017 12:33,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118EXP2022CU0329,R15 SANKAR STORES,Active,Daily,24-02-2017 12:33,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118EXP2022CU0330,R16 LAKSHMI STORES,Active,Daily,24-02-2017 12:33,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118EXP2020CU0296,R2 S P GUPTA,Active,Daily,24-02-2017 12:33,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118EXP2020CU0431,R3 LAXMI NARAYAN STORES,Active,Daily,24-02-2017 12:33,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118EXP2020CU0432,R4 B L SHAW,Active,Daily,24-02-2017 12:33,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118EXP2022CU0062,R5 RAJU KAR,Active,Daily,24-02-2017 12:33,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118EXP2022CU0063,R6 B SHAW,Active,Daily,24-02-2017 12:33,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118EXP2022CU0321,R7 KRISHNA STORES,Active,Daily,24-02-2017 12:33,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118EXP2022CU0322,R8 RAVESH LAL KAMATH,Active,Daily,24-02-2017 12:33,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118EXP2022CU0323,R9 GUPTA STORES,Active,Daily,24-02-2017 12:33,
11893,R,16 - Convenience Ds CDM,Active,62,HARISH MUKHERJEE ROAD CG,31-12-2099,118CU0183,ROUTE 7,Active,Daily,24-02-2017 12:33,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2020CU0297,S1 S SHAW,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2020CU0436,S10 MUNNA SHAW,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2020CU0437,S11 ANJAN DAS,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2020CU0438,S12 S R DAS,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2020CU0439,S13 RABIN STORES,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2020CU0440,S14 ARUN CHANDRA PAUL,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2021CU0099,S15 PAPPU PAN,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2021CU0100,S16 R N SHAW,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2021CU0101,S17 NEHA STORES,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2021CU0102,S18 MALA SHAW,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2021CU0103,S19 MALA SHAW 2,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2020CU0298,S2 MAA KALI STORES,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2021CU0104,S20 ANANTA SHAW,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2021CU0105,S21 D P SINGH,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2021CU0106,S22 G P SINGH,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2022CU0331,S23 LAXMAN LAL LATUYA,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2022CU0332,S24 S MAJI,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2022CU0333,S25 NEW BANARASHI,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2022CU0334,S26 M P CHOWRASIA,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2022CU0335,S27 R N SAHOO,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2022CU0336,S28 O P CHOWRASIA,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2022CU0337,S29 BANARASI PAN,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2020CU0299,S3 R C SHAW,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2022CU0338,S30 RAJ KUMAR GUPTA,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2022CU0339,S31 B MULLICK,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2022CU0340,S32 BABA BISWANATH,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2022CU0341,S33 KAYAKS GUPTA,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2022CU0342,S34 RAJ MOHAN SHOW,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2022CU0343,S35 SHIB PAN SHOP,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2022CU0344,S36 L C CHOWDHURI,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2022CU0345,S37 N N CHOWRASIA,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2022CU0346,S38 INDRANI STORES,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2020CU0300,S4 R C PANDA,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2020CU0303,S5 SENTU SOM,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2020CU0304,S6 T SHAW,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2020CU0433,S7 PARESH MANNA,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2020CU0434,S8 LAL BABU SHAW,Active,Daily,24-02-2017 12:32,
11894,S,16 - Convenience Ds CDM,Active,60,HAZRA ROAD CG,31-12-2099,118EXP2020CU0435,S9 OM PRAKESH GUPTA,Active,Daily,24-02-2017 12:32,
11855,SABITA DEY,16 - Convenience Ds CDM,Active,127,BHAWANIPORE CG 2,31-12-2099,118CU0182,ROUTE 6,Active,Daily,12-10-2017 12:50,
118120,SANAT SARKAR 9051534171,16 - Convenience Ds CDM,Active,129,HARISH CHATTERJEE CG 2,31-12-2099,118CU0186,ROUTE 10,Active,Daily,11-02-2026 13:09,
118109,Sanjoy Adhakari,16 - Convenience Ds CDM,Active,CY0000000311,"265, ROY BAHADUR ROAD (COMMON)",31-12-2099,118C0721FD,MAA KALI STORES (DPS),Inactive,Daily,21-08-2024 12:12,
118109,Sanjoy Adhakari,16 - Convenience Ds CDM,Active,CY0000000311,"265, ROY BAHADUR ROAD (COMMON)",31-12-2099,118EXP2021CU0004,R K ENTERPRISE,Inactive,Daily,21-08-2024 12:12,
118109,Sanjoy Adhakari,16 - Convenience Ds CDM,Active,CY0000000311,"265, ROY BAHADUR ROAD (COMMON)",31-12-2099,118EXP2018CU0003,ROUTE 14,Active,Daily,21-08-2024 12:12,
118109,Sanjoy Adhakari,16 - Convenience Ds CDM,Active,CY0000000312,"265, ROY BAHADUR ROAD CG",31-12-2099,118C1,CASH/CREDIT SALES,Active,Daily,21-08-2024 12:12,
11856,SHASHIKALA MAHATO,16 - Convenience Ds CDM,Active,128,CHETLA HUT TO GOPALNAGAR CG 2,31-12-2099,118EXP2018CU0013,ROUTE 22,Active,Daily,13-10-2017 12:48,
118117,SOUMEN MAITY,16 - Convenience Ds CDM,Active,258,HAZRA ROAD CG 3,31-12-2099,118EXP2022CU0361,ROUTE 13A,Active,Daily,13-08-2025 14:49,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,130,KALIGHAT 1 CG 2,31-12-2099,118CU0184,ROUTE 8,Active,Daily,18-10-2017 12:32,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118672421,BABLU TEA,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118672940,BECHU CHATUI,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118673692,BELA STORES,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118673061,BENARASHI PAN SHOP,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118666650,BISHOJIT ADHIKARI,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118703395,BISWAJIT TEA STALL,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118673327,BISWANATH STORES,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118806012,DIPALI PAN,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118673718,DIPALI STORES,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118673255,DULAL PAN,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118672174,DUTKUMAR DOLOI,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118666576,G N SHAW,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118806016,JAMAI,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118673312,JAMAI PAN,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118672561,JASHODA PAN,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118666569,KAILASH PAN,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118672667,KRISHNA TELEPHONE,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118672273,MONOJ PAN,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118666651,MOTI SHAW,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118673203,NEW BAPI PAN,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118672941,PRODIP MISHRA,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118672194,PROMILA STORES,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118672816,PROSHANTA HALDER,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118672347,RUPES PAN,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118673292,RUPSHA CABIN,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118713180,SANJAY CHAWRASIA,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118673268,SATTYANARAYAN STORES,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118673179,SHANTANU STORES,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118672352,SHIBU VARIETY,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118673101,SUPARNA TEA,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118673295,SWAPAN PAN,Active,Daily,19-01-2024 13:55,
11858,SRIKANT SHARMA,16 - Convenience Ds CDM,Active,281,SN Roy Road,31-12-2099,118672437,TUSHAR MONDA,Active,Daily,19-01-2024 13:55,
11839,SRIMANTA MANNA,16 - Convenience Ds CDM,Active,200,S N ROY ROAD 2 CG,31-12-2099,118EXP2018CU0011,ROUTE 21,Active,Daily,09-10-2020 18:48,
11854,SUBHASIS MAITY 9748666571,16 - Convenience Ds CDM,Active,260,LAKE MARKET CG 3,31-12-2099,118EXP2023CU0110,ROUTE 9A,Active,Daily,11-10-2023 14:18,
11859,SUBHO MONDAL CG,16 - Convenience Ds CDM,Active,131,KALIGHAT 4 CG 2,31-12-2099,118CU0507,ROUTE 63,Active,Daily,18-10-2017 12:32,
11821,SUJAN MAITY,16 - Convenience Ds CDM,Active,126,LAKE MARKET CG 2,31-12-2099,118CU0185,ROUTE 9,Active,Daily,11-10-2017 12:56,
118122,SUKUMAR MONDAL 9007289443,16 - Convenience Ds CDM,Active,119,B L SHAH ROAD CG 2,31-12-2099,118EXP2018CU0007,ROUTE 18,Active,Daily,02-05-2026 12:43,
11862,SUNIL KUMAR,16 - Convenience Ds CDM,Active,135,KALIGHAT 3 CG - 2,31-12-2099,118CUO717,ROUTE 64,Active,Daily,28-03-2018 18:27,
11820,SUSHIL MAITY,16 - Convenience Ds CDM,Active,201,HARISH MUKHERJEE ROAD 2 CG,31-12-2099,118CU0183,ROUTE 7,Active,Daily,14-10-2020 13:27,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118CU0191,ROUTE 32,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118EXP2020CU0305,T1 ASHOK KOYAL,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118EXP2022CU0064,T10 SAMRAT,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118EXP2022CU0065,T11 GANAPATI STORE,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118EXP2022CU0066,T12 JAYGURU PAN,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118EXP2022CU0095,T13 BADRI YADAB,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118EXP2022CU0096,T14 UTTAM NASKAR,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118EXP2022CU0097,T15 GOURI SHAW,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118DMS092500203,T16 TAPAN PAAN,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118DMS012600256,T17 N SHAOO,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118DMS012600257,T18 RAVI SHAW,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118DMS012600258,T19 VINOD SHAW,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118EXP2020CU0306,T2 GIRIDHAR MAHATO,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118DMS012600260,T20 JAYDEV PAN,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118DMS012600261,T21 R K PAAN,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118DMS012600262,T22 BISWANATH PAAN,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118DMS012600263,T23 LALU SHAW,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118DMS012600265,T24 S N PAN,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118DMS012600259,T25 MAA SANTI,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118DMS012600264,T26 GUPTA STORE,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118EXP2020CU0307,T3 HIRALAL SHAW,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118EXP2020CU0308,T4 S DAS,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118EXP2020CU0370,T5 TARAK NATH,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118EXP2020CU0371,T6 S DAS,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118EXP2020CU0372,T7 D KAR,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118EXP2020CU0373,T8 BINOD KR GUPTA,Active,Daily,24-02-2017 12:31,
11895,T,16 - Convenience Ds CDM,Active,57,RASH BEHARI AVANUE CG,31-12-2099,118EXP2020CU0374,T9 BIPLAB GHOSH,Active,Daily,24-02-2017 12:31,
11838,TAPAN BISWAS,16 - Convenience Ds CDM,Active,195,ALIPORE TO GORGE COURT 2 CG,31-12-2099,118EXP2018CU0010,ROUTE 20,Active,Daily,05-10-2020 12:59,
11814,TAPAN MAITY,16 - Convenience Ds CDM,Active,194,RASH BEHARI AVANUE 2 CG,31-12-2099,118CU0191,ROUTE 32,Active,Daily,03-10-2020 19:37,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2018CU0016,ROUTE 23,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2020CU0309,U1 BIVA STORES,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2022CU0117,U10 BINOD STORES,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2022CU0118,U11 ALIPORE STORES,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2024CU0017,U12 PALTU PAN,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2024CU0018,U13 BAPI PAN,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2024CU0019,U14 ALIPORE ICELAND,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2024CU0020,U15 ABHIJEET PAN SHOP,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2024CU0021,U16 RANJIT PAN,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118DMS102400049,U17 PRASANTA,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118DMS102400050,U18 AMIT KUMAR,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118DMS102400051,U19 ASHIM SHOP,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2020CU0310,U2 SAILEN PAN,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118DMS102400052,U20 SUMON PAUL,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2020CU0426,U3 SAILEN DUTTA,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2020CU0427,U4 TAPAN DAS,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2020CU0428,U5 SANJAY DAS,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2020CU0429,U6 SHAKTI PADA DUTTA,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2020CU0430,U7 BAPI DAS,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2022CU0115,U8 DEBU PAN,Active,Daily,10-05-2017 16:02,
11896,U,16 - Convenience Ds CDM,Active,77,ALIPORE - 1 CG,31-12-2099,118EXP2022CU0116,U9 BENARASHI PAN,Active,Daily,10-05-2017 16:02,
11842,UTPAL BAG,16 - Convenience Ds CDM,Active,199,ALIPORE - 2 CG,31-12-2099,118EXP2018CU0016,ROUTE 23,Active,Daily,07-10-2020 20:05,
11897,V,16 - Convenience Ds CDM,Active,75,ALIPORE TO GORGE COURT CG,31-12-2099,118EXP201768,JOLOJOG .,Inactive,Daily,10-05-2017 16:02,
11897,V,16 - Convenience Ds CDM,Active,75,ALIPORE TO GORGE COURT CG,31-12-2099,118EXP2018CU0010,ROUTE 20,Active,Daily,10-05-2017 16:02,
